,fdc_id 1,FDC_id 2,DaleChallDiff,Cosine_similarity,Flesch_diff,Subset
0,462807.0,462807.0,0.0,1.0,0.0,Cream
1,462807.0,699722.0,0.34719999999999906,0.294174202707276,7.105000000000018,Cream
2,462807.0,821346.0,1.1774571428571434,0.39223227027636803,1.0149999999999864,Cream
3,462807.0,867912.0,1.041599999999999,0.1307440900921227,21.314999999999998,Cream
4,462807.0,976731.0,3.0520071428571427,0.39223227027636803,1.0150000000000148,Cream
5,462807.0,1023729.0,0.009003726708074922,0.06201736729460423,16.24000000000001,Cream
6,462807.0,1171750.0,2.3132190476190484,0.2060104810498419,14.210000000000008,Cream
7,462807.0,1266062.0,0.2047238095238093,0.3721042037676254,8.120000000000005,Cream
8,462807.0,1330036.0,1.6055285714285699,0.06201736729460423,21.314999999999998,Cream
9,462807.0,1621820.0,13.006557142857144,0.33968311024337877,5.074999999999989,Cream
10,462807.0,1725848.0,1.2766571428571432,0.39223227027636803,3.0449999999999875,Cream
11,462807.0,1726051.0,2.602914285714286,0.39223227027636803,7.105000000000018,Cream
12,462807.0,1726088.0,2.6591792207792224,0.39223227027636803,4.060000000000002,Cream
13,462807.0,1726096.0,13.006557142857144,0.22645540682891918,2.030000000000001,Cream
14,462807.0,1727948.0,1.6341650793650793,0.22645540682891918,38.56999999999999,Cream
15,462807.0,1728170.0,0.080742857142857,0.39223227027636803,18.27000000000001,Cream
16,462807.0,2179276.0,1.0311761904761916,0.11322770341445959,17.254999999999995,Cream
5874,699722.0,462807.0,0.34719999999999906,0.294174202707276,7.105000000000018,Cream
5875,699722.0,699722.0,0.0,0.9999999999999998,0.0,Cream
5876,699722.0,821346.0,1.5246571428571425,0.4999999999999999,8.120000000000005,Cream
5877,699722.0,867912.0,0.6943999999999999,0.25,14.20999999999998,Cream
5878,699722.0,976731.0,3.3992071428571418,0.4999999999999999,6.090000000000003,Cream
5879,699722.0,1023729.0,0.33819627329192414,0.3952847075210474,9.134999999999991,Cream
5880,699722.0,1171750.0,2.6604190476190475,0.19695964928958382,7.10499999999999,Cream
5881,699722.0,1266062.0,0.5519238095238084,0.47434164902525683,1.0149999999999864,Cream
5882,699722.0,1330036.0,1.2583285714285708,0.3952847075210474,14.20999999999998,Cream
5883,699722.0,1621820.0,13.353757142857143,0.4330127018922194,12.180000000000007,Cream
5884,699722.0,1725848.0,1.6238571428571422,0.4999999999999999,10.150000000000006,Cream
5885,699722.0,1726051.0,2.255714285714287,0.4999999999999999,0.0,Cream
5886,699722.0,1726088.0,2.3119792207792234,0.4999999999999999,3.045000000000016,Cream
5887,699722.0,1726096.0,13.353757142857143,0.4330127018922194,9.13500000000002,Cream
5888,699722.0,1727948.0,1.2869650793650802,0.4330127018922194,31.464999999999975,Cream
5889,699722.0,1728170.0,0.26645714285714206,0.4999999999999999,11.164999999999992,Cream
5890,699722.0,2179276.0,0.6839761904761925,0.14433756729740646,10.149999999999977,Cream
11748,821346.0,462807.0,1.1774571428571434,0.39223227027636803,1.0149999999999864,Cream
11749,821346.0,699722.0,1.5246571428571425,0.4999999999999999,8.120000000000005,Cream
11750,821346.0,821346.0,0.0,0.9999999999999998,0.0,Cream
11751,821346.0,867912.0,2.2190571428571424,0.16666666666666666,22.329999999999984,Cream
11752,821346.0,976731.0,1.8745499999999993,0.9999999999999998,2.030000000000001,Cream
11753,821346.0,1023729.0,1.1864608695652183,0.15811388300841894,17.254999999999995,Cream
11754,821346.0,1171750.0,1.135761904761905,0.39391929857916763,15.224999999999994,Cream
11755,821346.0,1266062.0,0.9727333333333341,0.6324555320336758,9.134999999999991,Cream
11756,821346.0,1330036.0,2.7829857142857133,0.15811388300841894,22.329999999999984,Cream
11757,821346.0,1621820.0,11.8291,0.5773502691896258,4.060000000000002,Cream
11758,821346.0,1725848.0,0.09919999999999973,0.9999999999999998,2.030000000000001,Cream
11759,821346.0,1726051.0,3.7803714285714296,0.9999999999999998,8.120000000000005,Cream
11760,821346.0,1726088.0,3.836636363636366,0.9999999999999998,5.074999999999989,Cream
11761,821346.0,1726096.0,11.8291,0.5773502691896258,1.0150000000000148,Cream
11762,821346.0,1727948.0,2.8116222222222227,0.5773502691896258,39.58499999999998,Cream
11763,821346.0,1728170.0,1.2582000000000004,0.9999999999999998,19.284999999999997,Cream
11764,821346.0,2179276.0,2.208633333333335,0.2886751345948129,18.269999999999982,Cream
17622,867912.0,462807.0,1.041599999999999,0.1307440900921227,21.314999999999998,Cream
17623,867912.0,699722.0,0.6943999999999999,0.25,14.20999999999998,Cream
17624,867912.0,821346.0,2.2190571428571424,0.16666666666666666,22.329999999999984,Cream
17625,867912.0,867912.0,0.0,1.0000000000000002,0.0,Cream
17626,867912.0,976731.0,4.093607142857142,0.16666666666666666,20.299999999999983,Cream
17627,867912.0,1023729.0,1.032596273291924,0.21081851067789198,5.074999999999989,Cream
17628,867912.0,1171750.0,3.3548190476190474,0.26261286571944514,7.10499999999999,Cream
17629,867912.0,1266062.0,1.2463238095238083,0.42163702135578396,13.194999999999993,Cream
17630,867912.0,1330036.0,0.5639285714285709,0.21081851067789198,0.0,Cream
17631,867912.0,1621820.0,14.048157142857143,0.2886751345948129,26.389999999999986,Cream
17632,867912.0,1725848.0,2.318257142857142,0.16666666666666666,24.359999999999985,Cream
17633,867912.0,1726051.0,1.5613142857142872,0.16666666666666666,14.20999999999998,Cream
17634,867912.0,1726088.0,1.6175792207792234,0.16666666666666666,17.254999999999995,Cream
17635,867912.0,1726096.0,14.048157142857143,0.6735753140545635,23.345,Cream
17636,867912.0,1727948.0,0.5925650793650803,0.6735753140545635,17.254999999999995,Cream
17637,867912.0,1728170.0,0.960857142857142,0.16666666666666666,3.0449999999999875,Cream
17638,867912.0,2179276.0,0.010423809523807392,0.2886751345948129,4.060000000000002,Cream
23496,976731.0,462807.0,3.0520071428571427,0.39223227027636803,1.0150000000000148,Cream
23497,976731.0,699722.0,3.3992071428571418,0.4999999999999999,6.090000000000003,Cream
23498,976731.0,821346.0,1.8745499999999993,0.9999999999999998,2.030000000000001,Cream
23499,976731.0,867912.0,4.093607142857142,0.16666666666666666,20.299999999999983,Cream
23500,976731.0,976731.0,0.0,0.9999999999999998,0.0,Cream
23501,976731.0,1023729.0,3.0610108695652176,0.15811388300841894,15.224999999999994,Cream
23502,976731.0,1171750.0,0.7387880952380943,0.39391929857916763,13.194999999999993,Cream
23503,976731.0,1266062.0,2.8472833333333334,0.6324555320336758,7.10499999999999,Cream
23504,976731.0,1330036.0,4.657535714285713,0.15811388300841894,20.299999999999983,Cream
23505,976731.0,1621820.0,9.954550000000001,0.5773502691896258,6.090000000000003,Cream
23506,976731.0,1725848.0,1.7753499999999995,0.9999999999999998,4.060000000000002,Cream
23507,976731.0,1726051.0,5.654921428571429,0.9999999999999998,6.090000000000003,Cream
23508,976731.0,1726088.0,5.711186363636365,0.9999999999999998,3.0449999999999875,Cream
23509,976731.0,1726096.0,9.954550000000001,0.5773502691896258,3.045000000000016,Cream
23510,976731.0,1727948.0,4.686172222222222,0.5773502691896258,37.55499999999998,Cream
23511,976731.0,1728170.0,3.1327499999999997,0.9999999999999998,17.254999999999995,Cream
23512,976731.0,2179276.0,4.083183333333334,0.2886751345948129,16.23999999999998,Cream
29370,1023729.0,462807.0,0.009003726708074922,0.06201736729460423,16.24000000000001,Cream
29371,1023729.0,699722.0,0.33819627329192414,0.3952847075210474,9.134999999999991,Cream
29372,1023729.0,821346.0,1.1864608695652183,0.15811388300841894,17.254999999999995,Cream
29373,1023729.0,867912.0,1.032596273291924,0.21081851067789198,5.074999999999989,Cream
29374,1023729.0,976731.0,3.0610108695652176,0.15811388300841894,15.224999999999994,Cream
29375,1023729.0,1023729.0,0.0,0.9999999999999999,0.0,Cream
29376,1023729.0,1171750.0,2.3222227743271233,0.5397956190493097,2.030000000000001,Cream
29377,1023729.0,1266062.0,0.21372753623188423,0.19999999999999998,8.120000000000005,Cream
29378,1023729.0,1330036.0,1.596524844720495,0.9999999999999999,5.074999999999989,Cream
29379,1023729.0,1621820.0,13.015560869565219,0.09128709291752769,21.314999999999998,Cream
29380,1023729.0,1725848.0,1.285660869565218,0.15811388300841894,19.284999999999997,Cream
29381,1023729.0,1726051.0,2.5939105590062113,0.15811388300841894,9.134999999999991,Cream
29382,1023729.0,1726088.0,2.6501754940711475,0.15811388300841894,12.180000000000007,Cream
29383,1023729.0,1726096.0,13.015560869565219,0.18257418583505539,18.27000000000001,Cream
29384,1023729.0,1727948.0,1.6251613526570043,0.18257418583505539,22.329999999999984,Cream
29385,1023729.0,1728170.0,0.07173913043478208,0.15811388300841894,2.030000000000001,Cream
29386,1023729.0,2179276.0,1.0221724637681167,0.18257418583505539,1.0149999999999864,Cream
35244,1171750.0,462807.0,2.3132190476190484,0.2060104810498419,14.210000000000008,Cream
35245,1171750.0,699722.0,2.6604190476190475,0.19695964928958382,7.10499999999999,Cream
35246,1171750.0,821346.0,1.135761904761905,0.39391929857916763,15.224999999999994,Cream
35247,1171750.0,867912.0,3.3548190476190474,0.26261286571944514,7.10499999999999,Cream
35248,1171750.0,976731.0,0.7387880952380943,0.39391929857916763,13.194999999999993,Cream
35249,1171750.0,1023729.0,2.3222227743271233,0.5397956190493097,2.030000000000001,Cream
35250,1171750.0,1171750.0,0.0,1.0,0.0,Cream
35251,1171750.0,1266062.0,2.108495238095239,0.2491364395612199,6.090000000000003,Cream
35252,1171750.0,1330036.0,3.9187476190476183,0.5397956190493097,7.10499999999999,Cream
35253,1171750.0,1621820.0,10.693338095238095,0.22742941307367104,19.284999999999997,Cream
35254,1171750.0,1725848.0,1.0365619047619052,0.39391929857916763,17.254999999999995,Cream
35255,1171750.0,1726051.0,4.916133333333335,0.39391929857916763,7.10499999999999,Cream
35256,1171750.0,1726088.0,4.972398268398271,0.39391929857916763,10.150000000000006,Cream
35257,1171750.0,1726096.0,10.693338095238095,0.37904902178945177,16.24000000000001,Cream
35258,1171750.0,1727948.0,3.9473841269841277,0.37904902178945177,24.359999999999985,Cream
35259,1171750.0,1728170.0,2.3939619047619054,0.39391929857916763,4.060000000000002,Cream
35260,1171750.0,2179276.0,3.34439523809524,0.22742941307367104,3.0449999999999875,Cream
41118,1266062.0,462807.0,0.2047238095238093,0.3721042037676254,8.120000000000005,Cream
41119,1266062.0,699722.0,0.5519238095238084,0.47434164902525683,1.0149999999999864,Cream
41120,1266062.0,821346.0,0.9727333333333341,0.6324555320336758,9.134999999999991,Cream
41121,1266062.0,867912.0,1.2463238095238083,0.42163702135578396,13.194999999999993,Cream
41122,1266062.0,976731.0,2.8472833333333334,0.6324555320336758,7.10499999999999,Cream
41123,1266062.0,1023729.0,0.21372753623188423,0.19999999999999998,8.120000000000005,Cream
41124,1266062.0,1171750.0,2.108495238095239,0.2491364395612199,6.090000000000003,Cream
41125,1266062.0,1266062.0,0.0,0.9999999999999999,0.0,Cream
41126,1266062.0,1330036.0,1.8102523809523792,0.19999999999999998,13.194999999999993,Cream
41127,1266062.0,1621820.0,12.801833333333335,0.7302967433402215,13.194999999999993,Cream
41128,1266062.0,1725848.0,1.0719333333333338,0.6324555320336758,11.164999999999992,Cream
41129,1266062.0,1726051.0,2.8076380952380955,0.6324555320336758,1.0149999999999864,Cream
41130,1266062.0,1726088.0,2.8639030303030317,0.6324555320336758,4.060000000000002,Cream
41131,1266062.0,1726096.0,12.801833333333335,0.36514837167011077,10.150000000000006,Cream
41132,1266062.0,1727948.0,1.8388888888888886,0.36514837167011077,30.44999999999999,Cream
41133,1266062.0,1728170.0,0.2854666666666663,0.6324555320336758,10.150000000000006,Cream
41134,1266062.0,2179276.0,1.2359000000000009,0.18257418583505539,9.134999999999991,Cream
46992,1330036.0,462807.0,1.6055285714285699,0.06201736729460423,21.314999999999998,Cream
46993,1330036.0,699722.0,1.2583285714285708,0.3952847075210474,14.20999999999998,Cream
46994,1330036.0,821346.0,2.7829857142857133,0.15811388300841894,22.329999999999984,Cream
46995,1330036.0,867912.0,0.5639285714285709,0.21081851067789198,0.0,Cream
46996,1330036.0,976731.0,4.657535714285713,0.15811388300841894,20.299999999999983,Cream
